userId,recommendId,predictScore
1.0,68.0,4.3837902764378756
1.0,2799.0,4.382666489494963
1.0,122932.0,4.382488429989363
1.0,3268.0,4.382420215104786
1.0,94810.0,4.382153026854019
1.0,32620.0,4.382059557165793
1.0,44840.0,4.381598525545965
1.0,34143.0,4.381517347276605
1.0,662.0,4.381514383482512
1.0,145951.0,4.381468462566258
1.0,104944.0,4.381367451737403
1.0,3899.0,4.381364316434517
1.0,842.0,4.381359884182471
1.0,1910.0,4.381178877133564
1.0,4654.0,4.381135473699444
1.0,6804.0,4.3810495181561535
1.0,3754.0,4.381028302706879
1.0,4159.0,4.380984618602297
1.0,42011.0,4.380897681855999
1.0,2532.0,4.380842510981045
1.0,946.0,4.380767977743478
1.0,39427.0,4.380756908496719
1.0,3770.0,4.380737221517372
1.0,67197.0,4.380681487202284
1.0,78772.0,4.380659917663578
1.0,120478.0,4.380629021680661
1.0,7050.0,4.380615588878398
1.0,2296.0,4.380610154771344
1.0,7742.0,4.380605674986969
1.0,129229.0,4.380540011984636
1.0,7005.0,4.38051541613392
1.0,90717.0,4.380440325507716
1.0,80864.0,4.380433997480098
1.0,6342.0,4.380427696433772
1.0,3877.0,4.380416394990765
1.0,282.0,4.380406599573293
1.0,1040.0,4.3802654429186685
1.0,69524.0,4.3802437471685085
1.0,3658.0,4.380180594489866
1.0,31123.0,4.380171640786044
1.0,5297.0,4.380135774669958
1.0,27721.0,4.380099982890479
1.0,31610.0,4.380089312953594
1.0,2126.0,4.380085202493317
1.0,176389.0,4.3800759450348545
1.0,6616.0,4.380049435917839
1.0,127108.0,4.38003823715692
1.0,3099.0,4.380035901447687
1.0,3106.0,4.380022971157136
1.0,2379.0,4.380022336206505
1.0,5476.0,4.379998484104586
1.0,7891.0,4.3799944971948905
1.0,5213.0,4.379992787972755
1.0,5733.0,4.379989972521251
1.0,2188.0,4.379964957434981
1.0,40870.0,4.379890367290957
1.0,3799.0,4.3798692099971115
1.0,133645.0,4.379864679209911
1.0,4879.0,4.379864161421461
1.0,6551.0,4.379838360558499
1.0,1290.0,4.379817756513466
1.0,73569.0,4.3798076237821455
1.0,2607.0,4.379804333071995
1.0,5081.0,4.3797520360130315
1.0,115969.0,4.379747870820459
1.0,4614.0,4.379707068876304
1.0,3594.0,4.379703824920512
1.0,3864.0,4.379676736807165
1.0,139130.0,4.379673920349502
1.0,91414.0,4.379659480770469
1.0,6197.0,4.379623494007242
1.0,102070.0,4.379615303510807
1.0,5209.0,4.37961467254446
1.0,6305.0,4.379604104464976
1.0,178061.0,4.379599220282896
1.0,487.0,4.379597627728015
1.0,105801.0,4.3795932769993104
1.0,2652.0,4.37959253382978
1.0,3393.0,4.379582495753912
1.0,7834.0,4.379577113038293
1.0,3004.0,4.379571735790598
1.0,56251.0,4.379568046730819
1.0,6911.0,4.3795585557026815
1.0,2903.0,4.379537917219999
1.0,95949.0,4.379517614257022
1.0,27834.0,4.379507253262128
1.0,8450.0,4.37949538983368
1.0,3807.0,4.379490911907668
1.0,4265.0,4.3794834125927995
1.0,55292.0,4.379481418835616
1.0,103171.0,4.379469671540734
1.0,3070.0,4.379441765947018
1.0,240.0,4.379426826920482
1.0,6851.0,4.379419285474713
1.0,64499.0,4.379416423314226
1.0,90374.0,4.37937180050802
1.0,100068.0,4.379365015862754
1.0,60.0,4.379356205235261
1.0,2747.0,4.379340207456388
1.0,3238.0,4.379326778294359
2.0,181315.0,3.9634197891429235
2.0,6797.0,3.963069735400167
2.0,7319.0,3.962794029851667
2.0,1428.0,3.9624096505058897
2.0,3593.0,3.9622324537889058
2.0,4961.0,3.9617836583847703
2.0,4721.0,3.9611415950389635
2.0,118896.0,3.9609567447950664
2.0,8387.0,3.960807600024631
2.0,3669.0,3.9607100260815953
2.0,3514.0,3.960595103754792
2.0,5080.0,3.9605611020709044
2.0,111320.0,3.960279592736504
2.0,112334.0,3.960168133661432
2.0,118702.0,3.96015483501972
2.0,83613.0,3.9600817030235396
2.0,2822.0,3.9599862916026853
2.0,116044.0,3.9599790179345384
2.0,4564.0,3.9599085930496467
2.0,102684.0,3.959875242319693
2.0,168026.0,3.9598685836504326
2.0,46335.0,3.9596948947642376
2.0,2163.0,3.9595943723571163
2.0,103339.0,3.9595511412439097
2.0,7310.0,3.959406301057088
2.0,255.0,3.9593827124034706
2.0,8338.0,3.9593282131380705
2.0,4142.0,3.9593243422011892
2.0,956.0,3.9593027100909026
2.0,4490.0,3.959263743325574
2.0,6554.0,3.9592089273611153
2.0,8832.0,3.959150665287303
2.0,7262.0,3.959148418557554
2.0,6339.0,3.959122318195314
2.0,3684.0,3.9590205275621893
2.0,33677.0,3.9589443178293253
2.0,109673.0,3.9588575282157423
2.0,5752.0,3.958840386896444
2.0,3063.0,3.9588157984811
2.0,135861.0,3.9588031183181007
2.0,147002.0,3.958803106156898
2.0,4051.0,3.9587894718859626
2.0,70990.0,3.9587542284138095
2.0,1126.0,3.9586534026138525
2.0,58839.0,3.9586198991828137
2.0,6932.0,3.95859192003297
2.0,1613.0,3.9585866746345277
2.0,3889.0,3.958556718488176
2.0,131104.0,3.958470402739446
2.0,7616.0,3.9584251639492996
2.0,7161.0,3.958340149510102
2.0,5422.0,3.9581765462774787
2.0,3393.0,3.958175250655861
2.0,47725.0,3.9581454551364996
2.0,88812.0,3.9581347390040302
2.0,4268.0,3.9580948261824966
2.0,1009.0,3.9580624195769576
2.0,6027.0,3.9580256837714374
2.0,452.0,3.958014831855217
2.0,46850.0,3.9580061159732898
2.0,1329.0,3.957984011883658
2.0,77795.0,3.957945604898906
2.0,27434.0,3.957845027578952
2.0,1731.0,3.9578371961600265
2.0,43914.0,3.9578050548898367
2.0,158388.0,3.9577878349436353
2.0,36363.0,3.9577868016793687
2.0,662.0,3.9577741328442535
2.0,312.0,3.957770855084009
2.0,91488.0,3.9577621020105602
2.0,2042.0,3.9577603919659445
2.0,2903.0,3.9577528226639234
2.0,134528.0,3.9577225433595404
2.0,4153.0,3.9576913085326773
2.0,60389.0,3.957687876918431
2.0,50792.0,3.957605139444586
2.0,6614.0,3.957578940083732
2.0,273.0,3.9575579254825826
2.0,8383.0,3.957530400904764
2.0,7007.0,3.9575099859668734
2.0,442.0,3.957470530684313
2.0,605.0,3.9574140775073157
2.0,87298.0,3.957371551022164
2.0,546.0,3.957368704718671
2.0,482.0,3.957365900000423
2.0,6998.0,3.9573253737633443
2.0,60408.0,3.9573084755495884
2.0,3099.0,3.9572635761001638
2.0,6252.0,3.9572536661070807
2.0,9005.0,3.9572456353982837
2.0,8977.0,3.957236921040089
2.0,251.0,3.9571807285587193
2.0,3146.0,3.957158765226073
2.0,42011.0,3.957095373035408
2.0,3440.0,3.9570819322759765
2.0,78142.0,3.957046050922271
2.0,44773.0,3.9570143619665683
2.0,43917.0,3.957005655201613
2.0,7026.0,3.9569699990641287
2.0,6954.0,3.9569554688084154
3.0,1005.0,2.4822843749803445
3.0,91671.0,2.4789443401702367
3.0,3690.0,2.4776924606215043
3.0,81087.0,2.4772832071996556
3.0,6528.0,2.475444300936576
3.0,5521.0,2.474972070168213
3.0,4394.0,2.4728769697926287
3.0,45662.0,2.4716995014533514
3.0,1468.0,2.4713668319893713
3.0,2465.0,2.4711568048164922
3.0,1779.0,2.4711486266854568
3.0,32243.0,2.4709014187422693
3.0,32440.0,2.470499455556397
3.0,4475.0,2.4704222571961907
3.0,4812.0,2.470381930264897
3.0,78467.0,2.470288705091934
3.0,1382.0,2.469652700615106
3.0,1100.0,2.469307045968135
3.0,3821.0,2.4691594125915928
3.0,5621.0,2.4691460632284734
3.0,103801.0,2.4691163445871425
3.0,4285.0,2.4690970329827926
3.0,4876.0,2.4690395104775527
3.0,4304.0,2.4690336159220543
3.0,4229.0,2.4690022974136316
3.0,2527.0,2.4688499712589476
3.0,57499.0,2.468775234637437
3.0,130490.0,2.468740296725352
3.0,142550.0,2.4687206366893584
3.0,71.0,2.4687076797685137
3.0,1642.0,2.4684933172397425
