userId,recommendId,predictScore
1.0,7460.0,4.446080748809321
1.0,2843.0,4.442380393869135
1.0,7099.0,4.441589787422629
1.0,34437.0,4.441573552277075
1.0,170705.0,4.441222236452877
1.0,44555.0,4.440746942534187
1.0,27266.0,4.440283287570784
1.0,31410.0,4.440004257798629
1.0,3462.0,4.439053929498411
1.0,714.0,4.43905306867525
1.0,6016.0,4.438817977805096
1.0,1281.0,4.437927681907914
1.0,6440.0,4.437820376203264
1.0,7327.0,4.437564395428369
1.0,6350.0,4.436671103736967
1.0,7115.0,4.436524492653014
1.0,8033.0,4.436466363572535
1.0,1619.0,4.436209620474043
1.0,7396.0,4.436018917498479
1.0,3307.0,4.435942871984782
1.0,7323.0,4.4358598997136145
1.0,5690.0,4.435656290544268
1.0,52952.0,4.4354542622810325
1.0,9010.0,4.435261595767686
1.0,665.0,4.434988296984571
1.0,55247.0,4.434607400225156
1.0,8014.0,4.434450057503754
1.0,2360.0,4.434040664052127
1.0,2931.0,4.433971975980847
1.0,5617.0,4.433763725980403
1.0,26776.0,4.4337419140294525
1.0,27741.0,4.433362964709564
1.0,4848.0,4.433318983424531
1.0,1260.0,4.433289633911984
1.0,6433.0,4.433259393063944
1.0,7156.0,4.433198059717011
1.0,3089.0,4.4330806959326505
1.0,60766.0,4.432921773784503
1.0,6301.0,4.43199108548374
1.0,3949.0,4.431827725336896
1.0,1809.0,4.431722590079128
1.0,55442.0,4.431614279612416
1.0,55280.0,4.431021454588736
1.0,4973.0,4.431013328820033
1.0,1273.0,4.430957663074851
1.0,6870.0,4.430913261430278
1.0,3246.0,4.430448403281344
1.0,6214.0,4.430342166890443
1.0,7371.0,4.430100059267984
1.0,2351.0,4.430090499305097
1.0,26578.0,4.4299684635363406
1.0,27773.0,4.429894442341921
1.0,96488.0,4.42986023993806
1.0,3553.0,4.429653196801194
1.0,5618.0,4.429568155774752
1.0,1175.0,4.429538880481935
1.0,5608.0,4.429304512037245
1.0,4144.0,4.429218018595262
1.0,1247.0,4.429061309079585
1.0,7008.0,4.428552552305658
1.0,6063.0,4.428307208853012
1.0,41997.0,4.428251384731652
1.0,2318.0,4.428209640291321
1.0,8873.0,4.428172456136764
1.0,6774.0,4.427943596306764
1.0,3083.0,4.427878582203948
1.0,3285.0,4.427850198588513
1.0,3468.0,4.427680873293796
1.0,7265.0,4.427631454441276
1.0,1203.0,4.427524911091479
1.0,6985.0,4.4274997348644884
1.0,1251.0,4.427472932590044
1.0,1209.0,4.427418402673179
1.0,177593.0,4.4271811992409535
1.0,5995.0,4.427113216704491
1.0,31658.0,4.427023504389414
1.0,6777.0,4.426949339206967
1.0,2925.0,4.42683308797871
1.0,48082.0,4.4266333758452205
1.0,2131.0,4.4265341286496644
1.0,215.0,4.426532634643782
1.0,8228.0,4.426474778222753
1.0,7132.0,4.426255079589338
1.0,48394.0,4.426134418737997
1.0,56782.0,4.426020335949481
1.0,1289.0,4.42585572053724
1.0,4383.0,4.425852844102375
1.0,7063.0,4.425780945947493
1.0,4878.0,4.425712373131713
1.0,105844.0,4.425530935629617
1.0,2677.0,4.425421344984831
1.0,45730.0,4.425284590189807
1.0,163645.0,4.4252161557885
1.0,3038.0,4.425119834906156
1.0,97.0,4.425106671679057
1.0,1466.0,4.425013162094666
1.0,58425.0,4.424838965913498
1.0,40955.0,4.424779268932158
1.0,37741.0,4.424631428309842
1.0,55820.0,4.42461899615209
2.0,8778.0,4.028699887653721
2.0,3987.0,4.02832023506271
2.0,4155.0,4.028246145471302
2.0,74.0,4.028011834361424
2.0,5527.0,4.02777550576548
2.0,4795.0,4.027774610889701
2.0,1018.0,4.0272065624514415
2.0,8008.0,4.0266775437315205
2.0,3061.0,4.026297622274226
2.0,1006.0,4.0261244661797315
2.0,7614.0,4.026105428066653
2.0,49524.0,4.0260688397547195
2.0,36276.0,4.02605665700444
2.0,2227.0,4.025220352210926
2.0,50160.0,4.025132772942461
2.0,4187.0,4.025040328880635
2.0,1353.0,4.024992905366231
2.0,26965.0,4.024886351563308
2.0,43460.0,4.024879332917302
2.0,6579.0,4.024818289850792
2.0,2996.0,4.0248082805826435
2.0,7050.0,4.024754714339853
2.0,1937.0,4.024713520240141
2.0,8492.0,4.024496937665173
2.0,2927.0,4.024312690641652
2.0,7297.0,4.024283923057192
2.0,116.0,4.024243903938015
2.0,934.0,4.024213050079698
2.0,5415.0,4.024198653934552
2.0,7618.0,4.024148399051767
2.0,3211.0,4.02414580341389
2.0,5873.0,4.0240722232974315
2.0,4476.0,4.0240371941013295
2.0,6584.0,4.023929517530151
2.0,7888.0,4.023890186278349
2.0,4801.0,4.02381999251464
2.0,668.0,4.023808039147084
2.0,42018.0,4.023737288480522
2.0,8482.0,4.02355764070412
2.0,7883.0,4.02355764070412
2.0,8521.0,4.02355764070412
2.0,6732.0,4.023500536083476
2.0,3093.0,4.023372279140008
2.0,2205.0,4.023365144255461
2.0,2847.0,4.0232958550158315
2.0,8121.0,4.023285492332762
2.0,4976.0,4.023174608558617
2.0,1936.0,4.023139479939482
2.0,3971.0,4.02303713049008
2.0,1545.0,4.023034672724005
2.0,3368.0,4.023027904608077
2.0,8609.0,4.022969372710416
2.0,25856.0,4.022931856797126
2.0,25750.0,4.0229093864262655
2.0,7440.0,4.022871390397192
2.0,92.0,4.022744261260033
2.0,4164.0,4.0227266249836395
2.0,31694.0,4.02272121985102
2.0,7080.0,4.0226710824501595
2.0,3364.0,4.022668740511428
2.0,7054.0,4.02260045694111
2.0,25827.0,4.02260045694111
2.0,5231.0,4.022599528562316
2.0,8591.0,4.022599528562316
2.0,7075.0,4.022599528562316
2.0,6400.0,4.022599528562316
2.0,6454.0,4.022599528562316
2.0,8534.0,4.022599528562316
